Frame, Time, HP, Atk, Def, SpD, SpD, Spe
41518, 11:31.96, 5, B, A, 21, 29, 18
41519, 11:31.98, 18, B, 29, B, 20, 11
41520, 11:32.00, B, B, 20, 3, 2, B
41521, 11:32.01, 0, 3, B, B, B, 28
41522, 11:32.03, 28, 24, B, 22, B, B
41523, 11:32.05, 12, B, 26, 25, B, 8
41524, 11:32.06, 8, 25, 13, 31, B, B
41525, 11:32.08, 13, 31, 12, B, A, 7
41526, 11:32.10, 7, B, 10, 16, 21, A
41527, 11:32.11, 3, 16, A, 18, B, 7
41528, 11:32.13, 7, 18, 19, B, 25, B
41529, 11:32.15, 25, A, B, 1, B, 23
41530, 11:32.16, 23, A, 11, B, B, 21
41531, 11:32.18, A, 7, 17, 8, B, B
41532, 11:32.20, 15, B, 2, 16, B, 14
41533, 11:32.21, 14, B, 13, 1, B, A
41534, 11:32.23, 4, 1, 21, B, B, 31
41535, 11:32.25, 31, 3, 25, 9, B, B
41536, 11:32.26, 11, B, 5, 30, B, 12
41537, 11:32.28, 12, B, 26, 18, A, 21
41538, 11:32.30, B, 18, 18, A, A, 23
41539, 11:32.31, 23, A, 24, A, A, 13
41540, 11:32.33, 13, A, A, 23, 2, A
41541, 11:32.35, 28, A, 2, A, 25, A
41542, 11:32.36, A, B, 25, 24, A, 31
41543, 11:32.38, 31, 24, 26, A, B, 15
41544, 11:32.40, 15, B, B, A, 3, 4
41545, 11:32.41, 4, B, A, 1, A, 10
41546, 11:32.43, 10, A, 13, B, A, 24
41547, 11:32.45, 24, A, 12, 28, B, 26
41548, 11:32.46, 26, A, A, 22, 22, 28
41549, 11:32.48, 28, B, 22, A, A, 27
41550, 11:32.50, 27, 13, A, 28, A, 20
41551, 11:32.51, 20, 28, 16, A, 11, A
41552, 11:32.53, 11, B, 11, 17, A, 0
41553, 11:32.55, A, 17, B, B, 11, 14
41554, 11:32.56, 14, A, B, 8, 2, 15
41555, 11:32.58, 15, A, 2, B, 22, A
41556, 11:32.60, 18, 4, 22, A, 14, A
41557, 11:32.61, 8, A, 14, A, 12, 2
41558, 11:32.63, 2, A, 12, B, A, 0
41559, 11:32.65, 0, 22, A, A, 12, 29
41560, 11:32.66, 29, 6, 12, B, 31, 21
41561, 11:32.68, A, 5, 31, 20, B, A
41562, 11:32.70, 26, A, A, 0, 12, 10
41563, 11:32.71, 10, A, A, 1, 4, B
41564, 11:32.73, 22, 1, A, A, 28, 14
41565, 11:32.75, 14, 15, A, B, 0, B
41566, 11:32.76, A, 0, B, 25, 16, B
41567, 11:32.78, B, B, 16, B, 17, 9
41568, 11:32.80, 9, 19, B, 5, A, B
41569, 11:32.81, B, 5, 17, 23, A, B
41570, 11:32.83, 14, B, 22, 3, 15, A
41571, 11:32.85, 9, B, 15, A, 31, 10
41572, 11:32.86, 10, A, B, 22, A, 15
41573, 11:32.88, B, 22, A, B, 20, 9
41574, 11:32.90, 9, 9, 20, B, 29, A
41575, 11:32.91, B, A, 29, A, 21, 20
41576, 11:32.93, 20, 11, 21, 26, A, A
41577, 11:32.95, A, B, 21, A, 10, 14
41578, 11:32.96, 14, B, B, 24, 14, 1
41579, 11:32.98, 1, A, B, 27, 7, B
41580, 11:33.00, B, A, 7, 24, B, 1
41581, 11:33.01, 1, 24, 19, B, A, 16
41582, 11:33.03, 16, 3, 31, A, B, 16
41583, 11:33.05, 16, 15, 27, 13, A, 8
41584, 11:33.06, A, 13, A, A, 28, 23
41585, 11:33.08, 23, 15, 28, A, A, 31
41586, 11:33.10, A, B, A, 20, 10, 26
41587, 11:33.11, A, B, 10, 20, 20, B
41588, 11:33.13, B, 20, 20, A, 19, 14
41589, 11:33.15, 14, A, B, 25, A, 14
41590, 11:33.16, A, 25, A, 3, 22, A
41591, 11:33.18, 0, 3, A, A, 5, A
41592, 11:33.20, 20, 14, 5, B, A, 2
41593, 11:33.21, A, B, 5, 22, 13, 15
41594, 11:33.23, 15, B, B, 19, B, 17
41595, 11:33.25, 17, 19, 17, B, 2, A
41596, 11:33.26, 6, 1, B, 24, B, 18
41597, 11:33.28, 18, 24, B, 6, B, A
41598, 11:33.30, 0, 6, 13, A, B, B
41599, 11:33.31, 0, B, 30, 3, A, A
41600, 11:33.33, 9, 3, 21, A, 29, B
41601, 11:33.35, 19, B, B, 28, 1, 11
41602, 11:33.36, 11, B, 1, B, B, 22
41603, 11:33.38, 22, B, 8, B, 3, B
41604, 11:33.40, 17, 30, B, B, B, 1
41605, 11:33.41, 1, B, 25, 24, B, 8
41606, 11:33.43, 8, 24, 30, 15, A, 10
41607, 11:33.45, 10, B, A, 31, B, 29
41608, 11:33.46, 29, B, 13, 24, B, A
41609, 11:33.48, 23, A, 19, B, 6, B
41610, 11:33.50, 7, B, A, 8, 3, B
41611, 11:33.51, 15, 8, A, 26, A, B
41612, 11:33.53, 27, B, 27, 2, 2, B
41613, 11:33.55, 31, B, 2, 23, A, B
41614, 11:33.56, 12, B, B, 23, 5, 13
41615, 11:33.58, 13, 23, 5, 30, A, 11
41616, 11:33.60, 11, 30, A, 10, B, 12
41617, 11:33.61, 12, 10, 27, 13, B, 25
41618, 11:33.63, 25, A, 3, 24, B, 20
41619, 11:33.65, 20, 24, 22, 28, B, A
41620, 11:33.66, 3, 28, 18, A, A, 7
41621, 11:33.68, 7, 18, 19, B, A, A
41622, 11:33.70, 19, B, 1, B, 19, 12
41623, 11:33.71, 12, 8, B, B, 1, B
41624, 11:33.73, B, 1, 1, B, 6, A
41625, 11:33.75, B, 18, 6, 24, A, 30
41626, 11:33.76, 30, A, 3, 6, A, A
41627, 11:33.78, 16, 6, A, A, A, 6
41628, 11:33.80, 6, 3, A, A, A, 5
41629, 11:33.81, A, B, 22, 9, A, 11
41630, 11:33.83, A, 9, 0, B, 16, B
41631, 11:33.85, 29, B, 16, B, 7, 18
41632, 11:33.86, 18, B, B, 21, A, 14
41633, 11:33.88, 14, 21, A, 27, 0, B
41634, 11:33.90, 20, A, B, 10, A, 6
41635, 11:33.91, 6, B, A, A, 2, 10
41636, 11:33.93, 10, 16, 2, 1, B, A
41637, 11:33.95, 27, 1, 23, B, 1, 5
41638, 11:33.96, 5, 7, 1, B, B, 11
41639, 11:33.98, 11, 13, B, 7, B, 18
41640, 11:34.00, 18, B, B, 3, A, 31
41641, 11:34.01, 31, 3, 19, A, B, B
41642, 11:34.03, 30, 12, 20, B, 30, B
41643, 11:34.05, 10, A, 30, B, 23, 23
41644, 11:34.06, 23, B, 23, 14, B, 31
41645, 11:34.08, 31, 14, A, 15, B, B
41646, 11:34.10, 23, B, 20, B, B, 21
41647, 11:34.11, 21, B, 4, 1, B, A
41648, 11:34.13, 28, 1, 26, A, B, 7
41649, 11:34.15, 7, A, 19, 14, 13, A
41650, 11:34.16, 3, B, 13, 17, 6, 4
41651, 11:34.18, 4, B, 6, 16, B, A
41652, 11:34.20, 25, B, B, B, 8, 27
41653, 11:34.21, 27, 19, 8, 30, A, B
41654, 11:34.23, 25, 30, B, 23, 26, A
41655, 11:34.25, 12, 23, 26, 23, A, A
41656, 11:34.26, 31, A, 9, 15, A, 12
41657, 11:34.28, 12, A, 20, A, 9, 15
41658, 11:34.30, 15, B, 9, A, 18, 17
41659, 11:34.31, 17, B, A, 3, B, 31
41660, 11:34.33, 31, B, B, B, 29, 12
41661, 11:34.35, B, 6, 29, 0, B, A
41662, 11:34.36, B, A, 30, 10, 3, A
41663, 11:34.38, 24, A, 3, 22, A, 12
41664, 11:34.40, 12, A, 10, 21, A, 4
41665, 11:34.41, 4, A, 0, B, 17, 17
41666, 11:34.43, 17, B, A, 30, 4, B
41667, 11:34.45, 1, 30, B, A, 10, 31
41668, 11:34.46, B, 4, 10, 13, B, 4
41669, 11:34.48, 4, 13, 17, A, A, B
41670, 11:34.50, 6, B, 4, B, A, 20
41671, 11:34.51, 20, 25, B, 10, A, A
41672, 11:34.53, B, A, A, 31, 30, 27
41673, 11:34.55, 27, 31, 30, 8, 27, B
41674, 11:34.56, A, 8, B, B, 18, 26
41675, 11:34.58, 26, B, 18, B, 11, B
41676, 11:34.60, 15, B, B, 19, 14, B
41677, 11:34.61, 8, 19, B, 18, 0, B
41678, 11:34.63, 25, 18, 0, B, A, B
41679, 11:34.65, 14, 11, A, 8, 21, A
41680, 11:34.66, 2, 8, 21, 0, A, A
41681, 11:34.68, 17, B, 25, 12, 14, A
41682, 11:34.70, 5, A, B, 27, 22, A
41683, 11:34.71, 19, A, A, B, 18, 13
41684, 11:34.73, A, A, 18, 28, 18, A
41685, 11:34.75, 19, 28, 18, B, 24, 8
41686, 11:34.76, 8, B, 24, B, 14, 8
41687, 11:34.78, 8, B, B, B, 19, 4
41688, 11:34.80, 4, 10, B, 10, 20, A
41689, 11:34.81, 25, 10, B, A, 13, A
41690, 11:34.83, 10, 9, 13, 0, A, A
41691, 11:34.85, 26, A, 18, 31, A, A
41692, 11:34.86, 24, B, 24, 25, A, 17
41693, 11:34.88, 17, 25, A, A, B, 1
41694, 11:34.90, 1, 1, B, B, 31, A
41695, 11:34.91, 25, 9, A, B, 7, B
41696, 11:34.93, 0, A, 7, B, 0, 28
41697, 11:34.95, 28, 8, 0, 18, 2, A
41698, 11:34.96, A, 18, 2, 14, A, A
41699, 11:34.98, 14, 14, 2, A, 3, A
41700, 11:35.00, 21, A, 3, A, A, 4
41701, 11:35.01, 4, A, 26, B, 18, 21
41702, 11:35.03, A, 29, 18, A, B, 13
41703, 11:35.05, B, A, 11, 17, 21, A
41704, 11:35.06, A, A, 21, 15, A, 20
41705, 11:35.08, 20, 15, 23, B, 17, A
41706, 11:35.10, 6, B, 17, B, 14, A
41707, 11:35.11, 6, 5, B, B, 2, 12
41708, 11:35.13, 12, 21, B, 7, 23, A
41709, 11:35.15, B, 7, 23, 6, A, A
41710, 11:35.16, 26, A, 0, 10, A, A
41711, 11:35.18, 0, B, 24, A, A, 6
41712, 11:35.20, 6, 1, 7, A, 21, B
41713, 11:35.21, 17, B, A, 18, 13, 7
41714, 11:35.23, 7, 18, 13, A, A, B
41715, 11:35.25, 9, A, B, 17, A, 8
41716, 11:35.26, 8, A, 3, 11, A, 22
41717, 11:35.28, A, B, 23, 9, 9, A
41718, 11:35.30, 8, A, 9, 23, A, B
41719, 11:35.31, 7, 23, 27, A, 26, A
41720, 11:35.33, A, 16, 26, A, A, 23
41721, 11:35.35, 23, A, A, 27, 14, A
41722, 11:35.36, 24, B, A, 18, 2, 20
41723, 11:35.38, 20, 18, 2, B, 24, B
41724, 11:35.40, B, 18, 24, B, 23, B
41725, 11:35.41, B, B, 23, 1, A, 28
41726, 11:35.43, 28, 1, B, A, B, 8
41727, 11:35.45, 8, B, 26, 4, B, 22
41728, 11:35.46, 22, B, B, 11, 7, B
41729, 11:35.48, 30, 11, 7, B, B, A
41730, 11:35.50, 7, 30, B, 8, A, A
41731, 11:35.51, 23, 8, 22, A, A, B
41732, 11:35.53, 23, B, 14, 27, 10, A
41733, 11:35.55, 4, A, 10, B, 23, 25
41734, 11:35.56, 25, 1, B, 1, A, A
41735, 11:35.58, 29, 1, A, A, 8, B
41736, 11:35.60, 5, 5, 8, A, 17, A
41737, 11:35.61, 16, 22, A, B, B, 8
41738, 11:35.63, 8, 18, B, 14, 28, B
41739, 11:35.65, 23, B, B, 16, 0, 21
41740, 11:35.66, 21, B, B, 1, A, 22
41741, 11:35.68, 22, 1, 6, B, 10, A
41742, 11:35.70, 2, 18, 10, 2, A, B
41743, 11:35.71, 21, A, 24, B, 6, 16
41744, 11:35.73, 16, A, 6, 13, 7, B
41745, 11:35.75, 15, 13, 7, B, 3, B
41746, 11:35.76, A, 10, 3, B, B, 13
41747, 11:35.78, 13, A, 29, B, B, 18
41748, 11:35.80, 18, B, 21, 0, 0, B
41749, 11:35.81, 12, B, 0, A, A, 1
41750, 11:35.83, 1, 24, 1, B, 31, A
41751, 11:35.85, 19, 10, 31, 2, A, B
41752, 11:35.86, 20, 2, B, B, 9, 13
41753, 11:35.88, 13, 9, 9, B, A, B
41754, 11:35.90, 31, 23, A, 25, 14, A
41755, 11:35.91, 6, A, 14, 25, 25, A
41756, 11:35.93, 13, A, 25, B, 4, 18
41757, 11:35.95, 18, B, 4, B, 20, A
41758, 11:35.96, 3, 25, B, B, 23, 13
41759, 11:35.98, B, 5, 23, 22, B, 21
41760, 11:36.00, 21, 22, B, 25, A, 18
41761, 11:36.01, 18, B, A, 13, 22, A
41762, 11:36.03, 16, A, 22, 26, A, B
41763, 11:36.05, 2, B, 5, 30, B, 11
41764, 11:36.06, 11, B, 5, B, B, 11
41765, 11:36.08, 11, 28, 29, B, A, B
41766, 11:36.10, 25, 30, 28, A, 19, B
41767, 11:36.11, 13, B, 19, 12, A, 24
41768, 11:36.13, 24, B, A, 23, 23, B
41769, 11:36.15, 26, 23, 23, 4, A, A
41770, 11:36.16, 7, A, 0, B, A, 21
41771, 11:36.18, 21, A, 6, 9, B, A
41772, 11:36.20, 19, A, A, 26, 12, B
41773, 11:36.21, 12, A, 12, A, 23, B
41774, 11:36.23, 25, 26, 23, A, 3, B
41775, 11:36.25, 20, B, 3, A, 21, 7
41776, 11:36.26, 7, 13, 21, A, A, 20
41777, 11:36.28, 20, 28, A, A, B, 12
41778, 11:36.30, 12, 31, B, B, 31, 9
41779, 11:36.31, 9, A, 31, 23, B, B
41780, 11:36.33, B, A, 13, 25, A, 30
41781, 11:36.35, 30, 25, A, A, 14, B
41782, 11:36.36, 27, A, B, B, 1, 18
41783, 11:36.38, 18, B, 1, 25, B, 16
41784, 11:36.40, 16, 25, B, 19, A, 3
41785, 11:36.41, 3, 19, B, A, 30, B
41786, 11:36.43, 9, 16, 30, 25, B, B
41787, 11:36.45, 26, B, 29, A, 21, 24
41788, 11:36.46, 24, 15, 21, 26, A, B
41789, 11:36.48, 31, 26, B, 28, 31, B
41790, 11:36.50, 29, B, 31, 20, 5, B
41791, 11:36.51, 15, 20, 5, B, 7, B
41792, 11:36.53, B, B, 7, 13, 4, A
41793, 11:36.55, 1, 13, 4, A, B, B
41794, 11:36.56, 13, B, 11, 15, A, B
41795, 11:36.58, 24, 15, 19, A, B, B
41796, 11:36.60, 25, B, 29, 14, B, 1
41797, 11:36.61, 1, 14, 21, A, 17, A
41798, 11:36.63, 31, B, A, 18, B, 5
41799, 11:36.65, 5, B, 30, 16, 21, A
41800, 11:36.66, 30, 16, A, B, 8, 23
41801, 11:36.68, 23, 22, 8, 23, A, A
41802, 11:36.70, 13, A, 26, A, 17, 8
41803, 11:36.71, 8, A, 17, 12, B, A
41804, 11:36.73, A, 12, 26, B, B, 10
41805, 11:36.75, 10, B, 2, B, 1, 7
41806, 11:36.76, 7, 7, B, 7, B, B
41807, 11:36.78, 4, 7, B, 0, 28, B
41808, 11:36.80, 19, 0, 28, 11, B, B
41809, 11:36.81, 6, B, 13, B, A, 30
41810, 11:36.83, 30, B, 8, A, 23, A
41811, 11:36.85, 3, 2, A, 27, A, 17
41812, 11:36.86, 17, 27, A, A, 30, A
41813, 11:36.88, 19, B, 30, 15, A, 31
41814, 11:36.90, A, B, 28, A, 23, 13
41815, 11:36.91, 13, B, A, 13, 8, 3
41816, 11:36.93, A, 13, B, 8, 22, A
41817, 11:36.95, B, 8, 22, A, 0, A
41818, 11:36.96, 28, 22, A, 25, B, 22
41819, 11:36.98, 22, B, 19, B, 29, 4
41820, 11:37.00, 4, 18, 29, A, 4, B
41821, 11:37.01, B, 22, 4, 3, B, A
41822, 11:37.03, A, 3, B, 16, 2, A
41823, 11:37.05, 23, 16, 2, B, B, A
41824, 11:37.06, 16, 17, 5, 1, A, B
41825, 11:37.08, 18, 1, B, B, 6, A
41826, 11:37.10, 7, B, 6, 23, 30, A
41827, 11:37.11, B, A, A, 11, 0, 10
41828, 11:37.13, 10, 11, 0, 31, A, A
41829, 11:37.15, 15, A, 23, A, 2, 18
41830, 11:37.16, 18, B, 2, 24, 5, A
41831, 11:37.18, 13, A, A, 26, 31, B
41832, 11:37.20, B, 26, A, B, 24, 17
41833, 11:37.21, A, 22, 24, B, 11, A
41834, 11:37.23, 0, 14, B, A, 0, A
41835, 11:37.25, 24, 20, A, 5, 26, A
41836, 11:37.26, 12, A, A, A, 2, 26
41837, 11:37.28, 26, B, 2, 29, 0, 21
41838, 11:37.30, A, B, 0, 5, 6, 14
41839, 11:37.31, B, 5, 6, A, 13, B
41840, 11:37.33, 29, 7, A, B, A, 16
41841, 11:37.35, 16, 4, A, A, B, 16
41842, 11:37.36, 16, A, 30, B, A, 4
41843, 11:37.38, 4, 29, 18, B, B, 22
41844, 11:37.40, 22, 5, A, 24, B, A
41845, 11:37.41, 19, 24, B, A, A, 19
41846, 11:37.43, 19, A, 26, 1, A, 12
41847, 11:37.45, 12, B, A, A, 25, 22
41848, 11:37.46, 22, A, 25, 27, A, B
41849, 11:37.48, B, A, 2, B, 8, 2
41850, 11:37.50, 2, 30, B, A, 17, A
41851, 11:37.51, B, A, 17, A, 28, 24
41852, 11:37.53, 24, 28, 28, A, A, A
41853, 11:37.55, A, A, A, 3, 20, 10
41854, 11:37.56, 10, A, 20, 19, A, 13
41855, 11:37.58, 13, 19, 23, B, 22, A
41856, 11:37.60, 28, B, 22, A, B, 13
41857, 11:37.61, B, 18, 26, B, B, 4
41858, 11:37.63, 4, B, 11, B, 3, A
41859, 11:37.65, 4, A, B, 10, 20, A
41860, 11:37.66, 6, 10, A, 31, A, 28
41861, 11:37.68, 28, 31, A, B, A, 26
41862, 11:37.70, 26, B, 31, 20, A, 13
41863, 11:37.71, B, A, 1, 16, 16, 5
41864, 11:37.73, 5, 16, B, 26, B, 15
41865, 11:37.75, 15, B, 16, A, 30, B
41866, 11:37.76, 10, 10, 30, B, B, B
41867, 11:37.78, 12, B, 19, 0, B, A
41868, 11:37.80, 24, A, 8, B, A, 3
41869, 11:37.81, 3, 1, 13, A, B, A
41870, 11:37.83, 9, A, 18, B, 16, 26
41871, 11:37.85, 26, B, A, A, 4, 13
41872, 11:37.86, A, 19, 4, 19, A, A
41873, 11:37.88, 23, A, A, A, 21, 11
41874, 11:37.90, 11, 15, A, B, A, 20
41875, 11:37.91, 20, B, A, 10, 26, B
41876, 11:37.93, B, B, 26, 28, 2, B
41877, 11:37.95, B, 28, 2, 10, B, B
41878, 11:37.96, B, 10, B, 22, 22, B
41879, 11:37.98, 22, 22, B, 11, B, B
41880, 11:38.00, 16, B, B, 0, 28, B
41881, 11:38.01, 24, B, 28, 24, 11, B
41882, 11:38.03, 1, B, 11, B, 22, B
41883, 11:38.05, 9, B, 22, B, 23, A
41884, 11:38.06, 29, 11, 23, 0, A, B
41885, 11:38.08, 21, 0, 2, 18, A, A
41886, 11:38.10, 13, A, 19, B, A, 25
41887, 11:38.11, 25, B, 27, 12, A, B
41888, 11:38.13, 17, B, B, B, 15, 27
41889, 11:38.15, B, B, 15, 25, A, 13
41890, 11:38.16, 13, 25, B, A, 28, A
41891, 11:38.18, 10, 15, 28, A, A, 20
41892, 11:38.20, 20, 9, 23, A, 16, A
41893, 11:38.21, 16, A, 16, B, A, 31
41894, 11:38.23, 31, 8, A, B, 24, 13
41895, 11:38.25, 13, A, 24, B, 5, 23
41896, 11:38.26, 23, A, 5, B, 15, A
41897, 11:38.28, A, 5, 15, 14, 16, B
41898, 11:38.30, 18, B, B, 10, 6, 14
41899, 11:38.31, 14, B, 6, B, B, 24
41900, 11:38.33, B, 10, 4, 26, 8, B
41901, 11:38.35, B, 26, 8, 1, 17, B
41902, 11:38.36, 13, B, 17, 8, B, 16
41903, 11:38.38, 16, 8, 13, 19, B, B
41904, 11:38.40, 10, B, 6, B, 4, A
41905, 11:38.41, 5, B, 4, A, A, 21
41906, 11:38.43, 21, A, 27, 20, 31, B
41907, 11:38.45, 27, A, 31, A, 4, B
41908, 11:38.46, 21, A, A, 1, 5, 21
41909, 11:38.48, 21, 1, A, 27, B, 15
41910, 11:38.50, A, B, 5, 31, 11, 21
41911, 11:38.51, 21, 31, B, B, 12, B
41912, 11:38.53, 26, 6, B, 11, A, 0
41913, 11:38.55, 0, 11, B, 23, B, 3
41914, 11:38.56, 3, B, 14, 9, B, A
41915, 11:38.58, 16, A, 28, 27, B, B
41916, 11:38.60, 26, B, A, 30, B, 7
41917, 11:38.61, A, 30, 6, 7, A, 3
41918, 11:38.63, 3, B, 7, A, 18, B
41919, 11:38.65, 3, B, 18, 6, A, A
41920, 11:38.66, 24, B, B, A, 28, 3
41921, 11:38.68, 3, B, 28, 3, 22, A
41922, 11:38.70, 11, B, 22, B, A, 28
41923, 11:38.71, 28, 26, B, 13, A, 29
41924, 11:38.73, 29, B, B, A, 13, 20
41925, 11:38.75, 20, B, 13, 8, B, A
41926, 11:38.76, 9, B, B, 18, 28, 20
41927, 11:38.78, 20, 18, 28, 4, B, B
41928, 11:38.80, B, 4, 7, B, 6, B
41929, 11:38.81, 24, 27, 6, B, B, 31
41930, 11:38.83, 31, B, 15, B, A, 4
41931, 11:38.85, 4, 7, 19, A, B, B
41932, 11:38.86, 21, 15, 8, B, A, A
41933, 11:38.88, 1, A, 0, 27, B, A
41934, 11:38.90, 7, 27, 26, 31, A, B
41935, 11:38.91, 23, 31, B, B, 0, 29
41936, 11:38.93, 29, B, 0, 1, 11, B
41937, 11:38.95, B, 1, 11, B, A, 24
41938, 11:38.96, 24, 25, 15, A, B, 1
41939, 11:38.98, 1, 12, 29, B, B, 30
41940, 11:39.00, 30, A, 14, 8, 16, B
41941, 11:39.01, 8, 8, 16, 24, A, 7
41942, 11:39.03, 7, 24, A, A, A, 15
41943, 11:39.05, 15, A, A, 31, 27, A
41944, 11:39.06, 27, A, 27, B, A, 16
41945, 11:39.08, 16, B, A, 13, B, 15
41946, 11:39.10, 15, 13, B, A, 27, 31
41947, 11:39.11, 31, 26, 27, B, A, A
41948, 11:39.13, 24, A, A, 21, 10, A
41949, 11:39.15, 22, A, 10, A, A, 20
41950, 11:39.16, 20, A, 28, A, 12, 18
41951, 11:39.18, 18, B, A, 9, A, 25
41952, 11:39.20, 25, 9, 11, B, B, 13
41953, 11:39.21, 13, B, B, 14, 24, 4
41954, 11:39.23, B, 14, 24, 13, B, B
41955, 11:39.25, 0, 13, B, B, B, 8
41956, 11:39.26, 8, B, B, 19, A, 14
41957, 11:39.28, 14, A, 0, 22, A, B
41958, 11:39.30, 0, A, A, 23, B, 11
41959, 11:39.31, 11, A, 14, A, B, 27
41960, 11:39.33, 27, B, 4, B, 31, 19
41961, 11:39.35, A, 31, B, 23, 27, B
41962, 11:39.36, 27, A, 27, B, B, 23
41963, 11:39.38, 23, A, 16, 27, 6, B
41964, 11:39.40, A, 27, B, 27, B, 6
41965, 11:39.41, 6, B, 2, B, 13, B
41966, 11:39.43, 1, B, B, 17, 23, B
41967, 11:39.45, B, 17, 23, B, 9, B
41968, 11:39.46, 13, 17, 9, B, B, A
41969, 11:39.48, 19, B, A, 16, A, 26
41970, 11:39.50, 26, 16, 0, A, 24, B
41971, 11:39.51, 13, A, 24, B, A, 13
41972, 11:39.53, 13, B, 20, 15, 17, A
41973, 11:39.55, A, 15, 17, B, 23, B
41974, 11:39.56, B, A, 23, 17, 17, B
41975, 11:39.58, 13, A, 17, 14, B, 28
41976, 11:39.60, A, 14, 19, 27, B, B
41977, 11:39.61, 16, B, B, 13, 0, B
41978, 11:39.63, 13, 13, 0, B, A, B
41979, 11:39.65, 0, 6, B, A, A, 31
41980, 11:39.66, 31, 14, A, 14, 31, A
41981, 11:39.68, 11, 14, 31, B, 2, A
41982, 11:39.70, 8, A, B, A, 8, 15
41983, 11:39.71, 15, A, 8, A, 3, 27
41984, 11:39.73, 27, 21, A, 18, 13, B
41985, 11:39.75, A, B, 13, B, 29, 2
41986, 11:39.76, 2, B, B, B, 11, 30
41987, 11:39.78, 30, 18, 11, B, B, 30
41988, 11:39.80, 30, 21, 30, B, A, 9
41989, 11:39.81, 9, B, A, 16, 21, A
41990, 11:39.83, 12, A, 21, 22, A, 26
41991, 11:39.85, 26, A, 27, A, 23, A
41992, 11:39.86, 31, B, A, 20, 23, A
41993, 11:39.88, 19, 20, B, A, 4, 13
41994, 11:39.90, B, B, 4, 14, 18, A
41995, 11:39.91, A, 14, 18, 27, A, B
41996, 11:39.93, B, B, 10, 17, 5, 4
41997, 11:39.95, 4, B, 5, 30, A, A
41998, 11:39.96, B, B, 8, A, 0, 28
41999, 11:39.98, 28, 7, 0, 16, B, B
42000, 11:40.00, 3, 16, 0, B, 0, 4
42001, 11:40.01, 4, B, B, 12, 14, B
42002, 11:40.03, 5, B, B, 3, B, 8
42003, 11:40.05, 8, B, 17, 26, 10, B
42004, 11:40.06, 11, 26, 10, 21, B, A
42005, 11:40.08, 22, A, 26, 12, B, B
42006, 11:40.10, 17, 12, 1, B, 27, B
42007, 11:40.11, 23, 28, 27, A, B, 5
42008, 11:40.13, 5, B, A, 8, 5, B
42009, 11:40.15, 9, B, A, 9, A, 5
42010, 11:40.16, 5, 9, 15, A, B, 25
42011, 11:40.18, 25, 15, 25, A, A, 22
42012, 11:40.20, A, A, 9, 15, 28, 13
42013, 11:40.21, 13, A, A, 5, A, 7
42014, 11:40.23, 7, A, A, 21, 16, 2
42015, 11:40.25, 2, 21, A, B, 9, 7
42016, 11:40.26, 7, 11, A, A, 30, B
42017, 11:40.28, 8, 9, 30, B, A, 12
42018, 11:40.30, A, 15, 30, 26, B, B
42019, 11:40.31, 0, 26, 19, B, B, 6
42020, 11:40.33, 6, B, 31, B, A, 10
42021, 11:40.35, 10, 24, B, A, 15, B
42022, 11:40.36, 22, 21, 15, 18, B, B
42023, 11:40.38, 9, B, B, B, 2, 14
42024, 11:40.40, 14, B, 2, 29, A, B
42025, 11:40.41, B, 29, 31, 27, 9, B
42026, 11:40.43, 29, 27, 9, B, A, A
42027, 11:40.45, 19, A, 9, A, 24, 6
42028, 11:40.46, 6, A, 24, A, A, 3
42029, 11:40.48, A, A, 1, 19, 12, A
42030, 11:40.50, 17, A, 12, A, 19, A
42031, 11:40.51, 9, B, A, 4, 14, 6
42032, 11:40.53, A, 4, 14, B, 16, B
42033, 11:40.55, B, A, 16, 22, B, 0
42034, 11:40.56, 0, 22, 10, A, 1, B
42035, 11:40.58, A, B, 1, 19, 1, B
42036, 11:40.60, 0, B, 1, B, 2, B
42037, 11:40.61, 2, 27, 2, B, A, 20
42038, 11:40.63, 20, A, 7, B, B, 21
42039, 11:40.65, 21, 0, 29, B, 25, B
42040, 11:40.66, 29, A, 25, 7, B, 2
42041, 11:40.68, 2, 7, 18, 18, A, A
42042, 11:40.70, 31, 18, 30, A, B, 19
42043, 11:40.71, 19, A, 24, B, A, 5
42044, 11:40.73, 5, B, 16, B, 30, 4
42045, 11:40.75, 4, 0, A, B, 0, B
42046, 11:40.76, B, A, 0, 16, 28, B
42047, 11:40.78, 19, 16, 28, 10, A, B
42048, 11:40.80, A, 10, 9, 0, B, 10
42049, 11:40.81, 10, B, 0, 26, 4, B
42050, 11:40.83, 9, 26, B, 15, B, 12
42051, 11:40.85, B, 15, 1, 4, B, A
42052, 11:40.86, 9, 4, A, 18, B, B
42053, 11:40.88, 27, B, 23, 4, A, 4
42054, 11:40.90, 4, A, 4, 10, A, 31
42055, 11:40.91, 31, A, 27, 22, 15, B
42056, 11:40.93, 17, A, B, 30, 31, 31
42057, 11:40.95, 31, B, A, 9, B, 19
42058, 11:40.96, A, 9, 31, 11, A, B
42059, 11:40.98, B, B, 2, 5, 14, A
42060, 11:41.00, 5, B, 14, 28, A, B
42061, 11:41.01, 12, 28, B, A, B, 24
42062, 11:41.03, 24, 30, 25, A, A, B
42063, 11:41.05, 7, 5, A, A, A, 0
42064, 11:41.06, 0, A, 3, B, A, 1
42065, 11:41.08, 1, B, B, 24, 23, 18
